# # dt (years), log_Teff/K, log_g/(cm/s^2)
1.375005787297900021e+07 3.760642839325325060e+00 3.983735808274579515e+00
1.190057612671360187e+07 3.757933852859952406e+00 3.967464787070032362e+00
1.034828010071479529e+07 3.755103807132586624e+00 3.952266036409226135e+00
9.077922649079890922e+06 3.752226553393880337e+00 3.938252986981391590e+00
7.940425517622778192e+06 3.749237859536510786e+00 3.925154912936616558e+00
7.011857617863315158e+06 3.746191088831785976e+00 3.912911992278332640e+00
6.210645564773005433e+06 3.743084056792286507e+00 3.901353435361736288e+00
5.571740047239374369e+06 3.739959007462286600e+00 3.890301986925082112e+00
5.066864361312163062e+06 3.736838377243222542e+00 3.879548914726311803e+00
4.642259777805275284e+06 3.733736844851188064e+00 3.868847193344806090e+00
4.318791091431309469e+06 3.730701072632645054e+00 3.858050469633308222e+00
4.059508273446747568e+06 3.727770173937042131e+00 3.847030273708134107e+00
3.853054049275333993e+06 3.724953096249641327e+00 3.835567952589697072e+00
3.680233609031386208e+06 3.722265168869137941e+00 3.823591096503482500e+00
3.568721230827747378e+06 3.719752859317497329e+00 3.811056849000633573e+00
3.472759909501439426e+06 3.717392996150280293e+00 3.797870709111380361e+00
3.414287126906479709e+06 3.715196891759882991e+00 3.783953937860669914e+00
3.369254843544671778e+06 3.713199929242884778e+00 3.769435400868522468e+00
3.334213855328804813e+06 3.711364918861840945e+00 3.754195503306458459e+00
3.297534551201394759e+06 3.709714938045230337e+00 3.738388779601073963e+00
3.266330426738398615e+06 3.708224341883277209e+00 3.721977342694136492e+00
3.242938794425873552e+06 3.706874966266100913e+00 3.704983769030272711e+00
3.212541527147583663e+06 3.705659606118991256e+00 3.687495829990190543e+00
3.183488729739863891e+06 3.704599234577148792e+00 3.669640779108712003e+00
3.139760271209300030e+06 3.703637210134688829e+00 3.651336338003020821e+00
3.075104640141097363e+06 3.702768983344078446e+00 3.632749069562999811e+00
3.028351664859938901e+06 3.702020828397331709e+00 3.614019281130299799e+00
2.974159133020413574e+06 3.701338967346643916e+00 3.595050745808762827e+00
2.899310511200288776e+06 3.700728182715041115e+00 3.575874117761962179e+00
2.824341159372648224e+06 3.700151235370885416e+00 3.556501655945571549e+00
2.739020472066923510e+06 3.699642049391714149e+00 3.537201545831765159e+00
2.653893201327447314e+06 3.699163414960579654e+00 3.517891518551131025e+00
2.545770047464254312e+06 3.698696000709378318e+00 3.498561848352200521e+00
2.450087606109263375e+06 3.698299003589186729e+00 3.479751148759249180e+00
2.366399239300734363e+06 3.697911220753759221e+00 3.460872996716640504e+00
2.250960546234019566e+06 3.697503470635603584e+00 3.442071053682178139e+00
2.167774979293096811e+06 3.697138202238869908e+00 3.423373653626330171e+00
2.081095685322429752e+06 3.696758671077963410e+00 3.404874094404194196e+00
1.979433835042804247e+06 3.696386229070213858e+00 3.386355972130221659e+00
1.899448376929952763e+06 3.696046933342990837e+00 3.368569692820978734e+00
1.816617082485991064e+06 3.695683593557499425e+00 3.350666306060464006e+00
1.732752442328644451e+06 3.695292262722849941e+00 3.332637006334622232e+00
1.650394766558753559e+06 3.694959295101914343e+00 3.315472574671442629e+00
1.578023981287924107e+06 3.694605162753751060e+00 3.298316192909958033e+00
1.523426162422630005e+06 3.694222451561939735e+00 3.281038590958232692e+00
1.445364198044448160e+06 3.693850994915645281e+00 3.264115892372146721e+00
1.369516166687067831e+06 3.693479629481313253e+00 3.247477851887183409e+00
