# # dt (years), log_Teff/K, log_g/(cm/s^2)
4.950365122115466744e+06 3.794962385491088774e+00 3.999504648919080640e+00
1.720917599331025500e+06 3.800768549283969122e+00 3.991229668529697072e+00
6.721109154361883411e+05 3.805922810262976963e+00 3.982603096528736231e+00
3.200851151981680305e+05 3.808791306193288317e+00 3.976076068986904577e+00
2.166891827712702798e+05 3.809213062615789624e+00 3.974073347611517537e+00
2.689293186549875536e+05 3.808382562343555211e+00 3.971298413602630362e+00
5.240314936459943419e+05 3.807176236046514006e+00 3.962128159699823904e+00
8.023917272850393783e+05 3.806297758711000956e+00 3.955531189795742808e+00
1.207799904378671432e+06 3.805646125666934942e+00 3.951368994732237017e+00
1.391065983225088799e+06 3.805055641633067864e+00 3.947656989410996076e+00
1.271096476038853871e+06 3.804480911995448356e+00 3.944045334278790449e+00
1.377819782332786825e+06 3.803910827583277143e+00 3.940340180852141216e+00
1.927425699303994887e+06 3.803376710346320522e+00 3.936876559047693291e+00
1.381340360687871231e+06 3.802876247127453091e+00 3.933633022693571402e+00
6.718155913632556621e+04 3.603095197016849660e+00 1.465372194689729790e+00
6.399982228054386360e+04 3.602227698873592843e+00 1.451281194270203967e+00
6.089601626186332578e+04 3.600788502798477175e+00 1.428537600010411079e+00
5.716991949284906150e+04 3.599314556508329765e+00 1.404920820759665290e+00
5.324343388863573637e+04 3.599191616579679120e+00 1.402554216137485321e+00
5.124467225838804734e+04 3.597891678435181095e+00 1.381987620921663273e+00
5.202401308917422284e+04 3.596855400517161794e+00 1.365080064371068769e+00
5.049503841233848652e+04 3.595855618324733438e+00 1.348931448847632275e+00
4.777538792300457135e+04 3.594706724314833846e+00 1.330482535805131983e+00
4.425144299011646217e+04 3.592849132373360010e+00 1.301125182470823649e+00
4.312817237810210645e+04 3.591784464035344904e+00 1.284513561266433124e+00
4.049886923325397220e+04 3.591308798729153207e+00 1.276448629434925541e+00
3.973480599582415743e+04 3.591014213322047066e+00 1.271175350790487490e+00
3.987157200349131017e+04 3.589977046719383669e+00 1.254669263820749281e+00
3.836291038254847081e+04 3.588407652930357017e+00 1.229919588013914211e+00
3.688045045447540178e+04 3.587984300077857291e+00 1.222782406242989728e+00
3.588795474626505893e+04 3.587003034837155102e+00 1.207646504585345060e+00
3.360980266898503760e+04 3.586357375202249731e+00 1.197087192879042306e+00
3.092331141181718340e+04 3.585991557806146979e+00 1.190971489642858927e+00
3.116523957663492183e+04 3.584713459816041503e+00 1.170811998998114944e+00
3.017076248419148033e+04 3.584917282488089718e+00 1.173697600502092708e+00
3.181594690523717873e+04 3.583141720903320948e+00 1.146023712550207740e+00
2.919740598765912728e+04 3.582802484533141207e+00 1.140418116883564092e+00
2.898925868655008162e+04 3.581670969134625349e+00 1.122843440010875993e+00
2.746530674092269692e+04 3.580925945384559217e+00 1.111059653677255010e+00
2.556852965171928736e+04 3.580379996659121211e+00 1.102284258661989869e+00
2.472352615680533199e+04 3.579635217672290093e+00 1.090613614878222171e+00
2.440829664088985373e+04 3.579128367049210446e+00 1.082456552332958122e+00
2.457507260473874703e+04 3.578323679783856459e+00 1.070139477195325872e+00
2.381175320200714850e+04 3.578319952228524947e+00 1.069617551575603231e+00
2.384613194370546262e+04 3.577256237475882727e+00 1.052785990705395136e+00
2.206275447014464226e+04 3.577366996130792121e+00 1.054043973491205044e+00
2.255977259540125306e+04 3.576327146110848343e+00 1.037987616230313659e+00
2.205145552656053405e+04 3.576010631920626182e+00 1.033213160623291715e+00
2.000236208228232135e+04 3.576366431750180652e+00 1.038139979346851538e+00
2.155699777022479248e+04 3.575273177293693649e+00 1.020893103554147752e+00
2.107868309955279256e+04 3.574528359260693122e+00 1.009289531349508051e+00
1.937715600709849241e+04 3.573901333597854002e+00 9.995487041234638603e-01
1.831254143076573018e+04 3.573269273931245937e+00 9.898213899482956046e-01
1.801007537188793503e+04 3.572633978229287521e+00 9.798236482030185934e-01
1.809813770856785777e+04 3.571990253151230199e+00 9.696411574161849511e-01
1.739818764433989054e+04 3.571397380913298836e+00 9.603748156107034806e-01
1.678742737053018209e+04 3.570815140424481005e+00 9.512998762859934399e-01
1.646866895550446134e+04 3.570216688376835368e+00 9.419947918643692963e-01
1.625775633418965663e+04 3.569613892964581314e+00 9.326964650180009642e-01
1.550723946581642485e+04 3.569061688327613613e+00 9.242850673558304919e-01
1.519863936767702762e+04 3.568502923050275832e+00 9.155082408340237121e-01
1.496655118069459968e+04 3.567960111468694517e+00 9.068821183534226948e-01
1.491433935827416826e+04 3.567344950509680590e+00 8.978087157951919473e-01
1.430653870291189560e+04 3.566837284935598262e+00 8.898456845390424474e-01
1.409596120596332366e+04 3.566293102351720812e+00 8.813849439140951647e-01
1.369236104906295259e+04 3.565763027916419414e+00 8.733016166041690509e-01
1.357054211960386965e+04 3.565233082026368905e+00 8.649939937865659401e-01
1.325840861852703529e+04 3.564692152517419110e+00 8.569196230534383840e-01
1.292992689810279990e+04 3.564184348292220861e+00 8.490609611086730180e-01
1.288827510009215257e+04 3.563653755833935843e+00 8.408790399994602316e-01
1.255583538909016170e+04 3.563154710313669149e+00 8.331870898282008886e-01
1.227533996056722208e+04 3.562628525557969272e+00 8.254221907951467818e-01
1.196674676583244400e+04 3.562147653567268257e+00 8.179323116621736167e-01
1.179147138068517597e+04 3.561647230538654618e+00 8.103199209446505513e-01
1.149835691721208241e+04 3.561176684966112393e+00 8.030454135754402367e-01
6.836762211151841257e+03 3.561270625879554341e+00 8.043792539291847454e-01
4.165139077879785873e+03 3.561366243916051832e+00 8.056895910228721869e-01
9.964291482633570922e+03 3.560236781823785446e+00 7.886603218946706129e-01
1.090725340732185396e+04 3.559742921847050212e+00 7.814067688928889588e-01
1.077317587583333261e+04 3.559303423179124515e+00 7.745577765845383933e-01
1.039674856419309799e+04 3.558863066401687369e+00 7.679424498498396146e-01
1.032991011048634755e+04 3.558399547155256748e+00 7.608277868012754963e-01
1.025481723844053704e+04 3.557929805484631114e+00 7.537867118215872964e-01
1.004241540505543344e+04 3.557490101211374878e+00 7.470548799006365703e-01
9.817942032119817668e+03 3.557060522999747842e+00 7.404075287206215439e-01
9.679124593223903503e+03 3.556613172528840128e+00 7.336795342257619312e-01
9.580238079323664351e+03 3.556171510993685114e+00 7.269059072296096824e-01
9.440560079040862547e+03 3.555721986237895482e+00 7.202383781305389254e-01
9.367821413927362300e+03 3.555281050662012721e+00 7.135039545913839376e-01
9.174798589490483209e+03 3.554871567814169353e+00 7.071245102765389978e-01
9.168265908193785435e+03 3.554410594395660539e+00 7.002755682524994807e-01
8.968968032671242327e+03 3.553995199729290455e+00 6.939384628977628422e-01
8.763711314417121685e+03 3.553593199571718042e+00 6.877053189546459278e-01
8.684877876253454815e+03 3.553150798287030732e+00 6.811620628193226779e-01
8.561270918896268995e+03 3.552741824778828050e+00 6.748808641192581836e-01
8.349090203976766134e+03 3.552345470999080934e+00 6.688254171115085578e-01
8.231965605528715969e+03 3.551928368790803869e+00 6.626054927971960495e-01
8.123952832461231992e+03 3.551530482559777546e+00 6.564794025417868273e-01
8.036031390214719067e+03 3.551130412054449792e+00 6.503671264370777250e-01
7.919589469352938067e+03 3.550723988053652302e+00 6.443127031343341971e-01
